Total Judge,Barcode,Model,Lot,Line,Serial,Station,Date,Time,Press adj kashime,Kashime Bef judg,Kashime Bef Press,Kashime Aft judg,Kashime Aft Press,Kashime judg,Kashime Press,Kashime Bef Curr judg,Kashime Bef Curr,Consumption flow rate,SP(kPa)Judge,SP(kPa)Result,Cur(mA)Result,F(mL/min)Judge,F(mL/min)Result,Cur(mA)Result,Repeat 1,Respone up on 1,ChangTJudge 1,ChangTResult 1,ConvTJudge 1,ConvTResult 1,Repeat 2,Respone down off 2,ChangTJudge 2,ChangTResult2,ConvTJudge2,ConvTResult2,Repeat 3,Respone down off 3,ChangTJudge 3,ChangTResult 3,ConvTJudge 3,ConvTResult 3,Repeat 4,STEP Respone 4,ChangT1Judge 4,ChangT1Result 4,ConvT1Judge 4,ConvT1Result 4,ChangT2Judge 4,ChangT2Result 4,ConvT2Judge 4,ConvT2Result 4,ChangT3Judge 4,ChangT3Result 4,ConvT3Judge 4,ConvT3Result 4,ChangT4Judge 4,ChangT4Result 4,ConvT4Judge 4,ConvT4Result 4,ChangT5Judge 4,ChangT5Result 4,ConvT5Judge 4,ConvT5Result 4,ChangT6Judge 4,ChangT6Result 4,ConvT6Judge 4,ConvT6Result 4,ChangT7Judge 4,ChangT7Result 4,ConvT7Judge 4,ConvT7Result 4,ChangT8Judge 4,ChangT8Result 4,ConvT8Judge 4,ConvT8Result 4,ChangT9Judge 4,ChangT9Result 4,ConvT9Judge 4,ConvT9Result 4,Repeat 5,STEP Respone 5,ChangT1Judge 5,ChangT1Result 5,ConvT1Judge 5,ConvT1Result 5,ChangT2Judge 5,ChangT2Result 5,ConvT2Judge 5,ConvT2Result 5,ChangT3Judge 5,ChangT3Result 5,ConvT3Judge 5,ConvT3Result 5,ChangT4Judge 5,ChangT4Result 5,ConvT4Judge 5,ConvT4Result 5,ChangT5Judge 5,ChangT5Result 5,ConvT5Judge 5,ConvT5Result 5,ChangT6Judge 5,ChangT6Result 5,ConvT6Judge 5,ConvT6Result 5,ChangT7Judge 5,ChangT7Result 5,ConvT7Judge 5,ConvT7Result 5,ChangT8Judge 5,ChangT8Result 5,ConvT8Judge 5,ConvT8Result 5,ChangT9Judge 5,ChangT9Result 5,ConvT9Judge 5,ConvT9Result 5,IP Go,[200mA]Judge Go,[200mA]Result Go,[230mA]Judge Go,[230mA]Result Go,[280mA]Judge Go,[280mA]Result Go,[1000mA]Judge Go,[1000mA]Result Go,[1060mA]Judge Go,[1060mA]Result Go,IP Go Repeat,IP Back,[200mA]Judge Back,[200mA]Result Back,[230mA]Judge Back,[230mA]Result Back,[280mA]Judge Back,[280mA]Result Back,[1000mA]Judge Back,[1000mA]Result Back,Hys,[200mA]Judge hys,[200mA]Result hys,[230mA]Judge hys,[230mA]Result hys,[280mA]Judge hys,[280mA]Result hys,HysMaxJudge,HysMaxResult,Hys Current(mA),StepUp,P(kPa)Judge,P(kPa)Result,Cur[GO]Judge,Cur[GO]Result,Vibrate wave,[200mA]Judge vibrate,[200mA]Result vibrate,[230mA]Judge vibrate,[230mA]Result vibrate,[280mA]Judge vibrate,[280mA]Result vibrate,[1000mA]Judge vibrate,[1000mA]Result vibrate
OK,A4402N5681,A,4402,N,5681,1,45384,0.515069444,OK,OK,173.0987,OK,176.59,OK,1953.5189,OK,282.0083,OK,OK,1942.1609,927,OK,0.363,976,0,OK,OK,43.8,OK,34.6,0,OK,OK,44.99,OK,61.2,0,OK,OK,93.8,OK,92.8,0,OK,OK,66.1,OK,47.5,OK,61.2,OK,57.2,OK,62.8,OK,49.5,OK,52.6,OK,42.2,OK,53.2,OK,35.2,OK,53.4,OK,37.5,OK,53,OK,42.2,OK,58.5,OK,45.5,OK,63.5,OK,70.5,0,OK,OK,78.2,OK,48.3,OK,70.9,OK,63.5,OK,65.4,OK,51.8,OK,67.9,OK,44.6,OK,63.8,OK,38.3,OK,63.3,OK,46.3,OK,63.3,OK,46.5,OK,68.1,OK,43.6,OK,67.1,OK,73.9,OK,OK,2.5771,OK,61.7097,OK,173.5116,OK,1897.9858,OK,2006.8377,0,OK,OK,22.5152,OK,78.6422,OK,188.4429,OK,1897.2501,OK,OK,16.9381,OK,13.578,OK,12.9313,OK,27.3091,208,OK,OK,3.1061,OK,214,OK,OK,3.0457,OK,11.523,OK,19.7816,OK,28.6799
OK,A4402N5687,A,4402,N,5687,1,45384,0.516608796,OK,OK,173.0452,OK,174.7115,OK,1953.2002,OK,281.5718,OK,OK,1943.5885,817,OK,0.3744,944,0,OK,OK,44.2,OK,34.2,0,OK,OK,42.38,OK,57.5,0,OK,OK,92,OK,91,0,OK,OK,66.7,OK,47,OK,63.7,OK,58,OK,58.2,OK,49,OK,60.6,OK,45,OK,56.6,OK,39.5,OK,60.3,OK,46.3,OK,62.3,OK,45.7,OK,58.4,OK,45.8,OK,61.4,OK,67.2,0,OK,OK,62.5,OK,47.4,OK,63.5,OK,58.3,OK,65.3,OK,47.7,OK,60.4,OK,44.9,OK,61.5,OK,37.3,OK,63.2,OK,46.1,OK,58.5,OK,43,OK,60.8,OK,43.7,OK,61,OK,66.4,OK,OK,2.6801,OK,57.5769,OK,168.8047,OK,1900.26,OK,2010.2814,0,OK,OK,17.393,OK,72.3973,OK,183.194,OK,1900.9933,OK,OK,11.713,OK,11.6347,OK,12.3893,OK,21.5192,208,OK,OK,2.885,OK,790,OK,OK,2.3091,OK,9.5865,OK,21.3514,OK,25.3724
OK,A4402N5694,A,4402,N,5694,1,45384,0.518113426,OK,OK,172.6302,OK,172.7889,OK,1953.5313,OK,284.388,OK,OK,1928.7355,855,OK,0.6334,948,0,OK,OK,44,OK,34.1,0,OK,OK,41.75,OK,56.3,0,OK,OK,79.7,OK,79.1,0,OK,OK,63.4,OK,47.7,OK,65,OK,59.5,OK,60.7,OK,49,OK,60.7,OK,47.3,OK,54.7,OK,38.5,OK,57.8,OK,47.5,OK,60.2,OK,47.6,OK,61.4,OK,43.5,OK,62.7,OK,69,0,OK,OK,67.9,OK,48.7,OK,73.4,OK,64,OK,68.4,OK,52.3,OK,64.3,OK,46.3,OK,64.4,OK,43.9,OK,63.4,OK,43.8,OK,63.5,OK,44.5,OK,62.2,OK,46.1,OK,64.2,OK,70.1,OK,OK,5.244,OK,58.5315,OK,169.0716,OK,1878.6633,OK,1986.648,0,OK,OK,17.8336,OK,74.223,OK,183.7879,OK,1878.3701,OK,OK,9.5896,OK,12.4361,OK,12.7163,OK,20.8163,210,OK,OK,4.2827,OK,150,OK,OK,2.1684,OK,11.9233,OK,19.6299,OK,20.3826
OK,A4402N5690,A,4402,N,5690,1,45384,0.51962963,OK,OK,174.0065,OK,173.451,OK,1954.2037,OK,274.5194,OK,OK,1943.6355,247,OK,0.3821,943,0,OK,OK,44.4,OK,33.8,0,OK,OK,43.46,OK,59.2,0,OK,OK,91.8,OK,90.7,0,OK,OK,69,OK,46.1,OK,65.3,OK,60.2,OK,68.2,OK,52.4,OK,64.8,OK,50.7,OK,65.6,OK,40.8,OK,65.5,OK,46.7,OK,66.5,OK,48.3,OK,67.9,OK,48.5,OK,64.3,OK,70.5,0,OK,OK,67.3,OK,46.7,OK,66,OK,60,OK,68,OK,51.5,OK,67.2,OK,43.9,OK,62.8,OK,42.8,OK,67.2,OK,46.3,OK,68.4,OK,47.4,OK,63.9,OK,45.4,OK,63.1,OK,68.7,OK,OK,3.7351,OK,65.6759,OK,175.7809,OK,1911.7761,OK,2017.6329,0,OK,OK,21.6401,OK,79.3693,OK,190.0118,OK,1913.2798,OK,OK,14.905,OK,10.5979,OK,12.2309,OK,20.0885,204,OK,OK,2.8099,OK,796,OK,OK,3.5419,OK,10.8315,OK,21.4003,OK,23.6411
OK,A4402N5702,A,4402,N,5702,1,45384,0.521180556,OK,OK,172.8464,OK,175.3855,OK,1953.5048,OK,278.335,OK,OK,1939.5543,253,OK,0.4117,299,0,OK,OK,44.3,OK,34.1,0,OK,OK,42.65,OK,57.7,0,OK,OK,87.1,OK,86.1,0,OK,OK,68.7,OK,49.1,OK,61.7,OK,57.9,OK,62.1,OK,52.4,OK,63.8,OK,46.2,OK,61.2,OK,40.6,OK,67.6,OK,47.5,OK,61.2,OK,47.4,OK,59,OK,45.6,OK,61.9,OK,67.8,0,OK,OK,74.3,OK,47.2,OK,67.7,OK,62.3,OK,67.8,OK,52.7,OK,64.5,OK,48.4,OK,66.5,OK,42.4,OK,76.1,OK,45.8,OK,67.1,OK,45.1,OK,64.1,OK,48.8,OK,64,OK,69.2,OK,OK,3.1734,OK,56.1504,OK,169.2118,OK,1890.0996,OK,2000.2235,0,OK,OK,15.3758,OK,71.4139,OK,184.5615,OK,1890.2397,OK,OK,9.2024,OK,12.0424,OK,13.3497,OK,22.5477,211,OK,OK,3.0236,OK,991,OK,OK,1.7446,OK,12.0746,OK,19.8312,OK,30.1338
OK,A4402N5705,A,4402,N,5705,1,45384,0.522673611,OK,OK,171.7573,OK,171.5987,OK,1954.9168,OK,282.9149,OK,OK,1936.3878,253,OK,0.5276,952,0,OK,OK,45.3,OK,34.5,0,OK,OK,40.94,OK,54.9,0,OK,OK,86.3,OK,85.4,0,OK,OK,62.1,OK,44.7,OK,62.4,OK,57.7,OK,61.7,OK,48.7,OK,60.9,OK,47.1,OK,62.9,OK,40.8,OK,61.3,OK,49,OK,65.8,OK,46,OK,62.8,OK,46.7,OK,61.2,OK,67.8,0,OK,OK,66.5,OK,45.8,OK,64.2,OK,58.2,OK,63.2,OK,49.2,OK,63.7,OK,44.8,OK,65.2,OK,37.7,OK,60,OK,45.1,OK,60.9,OK,45.6,OK,65.1,OK,42.6,OK,60.6,OK,65.7,OK,OK,2.809,OK,58.6316,OK,172.0518,OK,1901.3166,OK,2009.9916,0,OK,OK,16.6588,OK,73.9686,OK,187.4086,OK,1903.0073,OK,OK,10.8498,OK,12.11,OK,13.3567,OK,23.3785,210,OK,OK,2.818,OK,897,OK,OK,1.714,OK,13.1268,OK,22.9036,OK,30.9281
OK,A4402N5708,A,4402,N,5708,1,45384,0.524178241,OK,OK,173.0114,OK,174.5984,OK,1954.3153,OK,281.6964,OK,OK,1922.294,251,OK,0.4289,303,0,OK,OK,44,OK,35.2,0,OK,OK,42.29,OK,56.9,0,OK,OK,85.8,OK,85,0,OK,OK,60.4,OK,48.8,OK,63.1,OK,58.8,OK,62.5,OK,52.5,OK,66.4,OK,48.8,OK,63.6,OK,44,OK,60.2,OK,49.8,OK,63,OK,47.8,OK,65.5,OK,48.7,OK,66.5,OK,73.1,0,OK,OK,67.7,OK,50.1,OK,70.3,OK,65.2,OK,65.8,OK,52.5,OK,69.7,OK,49.1,OK,68.7,OK,41,OK,63.1,OK,49.8,OK,65.5,OK,48.6,OK,66,OK,47.7,OK,66.1,OK,71.1,OK,OK,3.1708,OK,59.6761,OK,173.71,OK,1893.235,OK,2000.9109,0,OK,OK,19.8595,OK,76.5779,OK,189.1754,OK,1893.9573,OK,OK,13.6886,OK,13.5496,OK,13.4654,OK,26.0425,210,OK,OK,3.1442,OK,215,OK,OK,2.6315,OK,9.824,OK,19.6035,OK,32.2005
OK,A4402N5712,A,4402,N,5712,1,45384,0.52568287,OK,OK,173.3804,OK,175.2848,OK,1953.969,OK,278.2572,OK,OK,1926.4173,239,OK,0.4237,959,0,OK,OK,43.6,OK,34.7,0,OK,OK,43.64,OK,58.7,0,OK,OK,85.1,OK,84.2,0,OK,OK,70.8,OK,50.3,OK,64.2,OK,60.3,OK,64.4,OK,52.1,OK,62.4,OK,47.6,OK,65.6,OK,40,OK,66.3,OK,49.4,OK,65.4,OK,50.2,OK,65.3,OK,51,OK,66.1,OK,72.8,0,OK,OK,71.9,OK,47.7,OK,68.1,OK,62.5,OK,66.2,OK,50.7,OK,69.3,OK,47.7,OK,64.3,OK,42.2,OK,64.8,OK,47.1,OK,71.1,OK,47.1,OK,69.7,OK,46.2,OK,65.4,OK,71.4,OK,OK,3.8858,OK,59.5842,OK,172.5116,OK,1897.4436,OK,2003.1881,0,OK,OK,17.3396,OK,75.5875,OK,187.6801,OK,1898.121,OK,OK,10.4537,OK,12.7231,OK,13.1685,OK,24.8337,211,OK,OK,3.8119,OK,150,OK,OK,2.129,OK,14.104,OK,17.9743,OK,22.1314
OK,A4402N5713,A,4402,N,5713,1,45384,0.527175926,OK,OK,173.8438,OK,175.8275,OK,1953.9298,OK,283.0228,OK,OK,1933.9796,260,OK,0.3756,300,0,OK,OK,44.2,OK,35.1,0,OK,OK,43.55,OK,59.1,0,OK,OK,91.5,OK,90.1,0,OK,OK,56.8,OK,42.3,OK,59,OK,55.3,OK,63.7,OK,48.7,OK,56.3,OK,44.5,OK,60.7,OK,37.5,OK,66.9,OK,50.2,OK,57.6,OK,44.5,OK,58.4,OK,44,OK,61.4,OK,67.3,0,OK,OK,65.5,OK,46.3,OK,62.8,OK,57.3,OK,63,OK,45.6,OK,61.6,OK,42.7,OK,59.4,OK,37.9,OK,58.4,OK,44.3,OK,63.4,OK,43.3,OK,60.6,OK,41.7,OK,61.9,OK,68.1,OK,OK,3.158,OK,60.1882,OK,174.2604,OK,1897.5843,OK,2008.3623,0,OK,OK,19.5593,OK,76.6773,OK,190.1021,OK,1898.7118,OK,OK,13.4013,OK,13.1699,OK,13.8417,OK,26.6154,211,OK,OK,2.9238,OK,218,OK,OK,2.2712,OK,10.9613,OK,19.947,OK,27.0929
OK,A4402N5717,A,4402,N,5717,1,45384,0.528715278,OK,OK,174.9622,OK,176.3111,OK,1951.0639,OK,277.9004,OK,OK,1934.1539,250,OK,0.416,296,0,OK,OK,43.4,OK,33.7,0,OK,OK,40.85,OK,54.8,0,OK,OK,92.3,OK,91.5,0,OK,OK,66.7,OK,45.1,OK,60.3,OK,54.2,OK,68.7,OK,55.1,OK,56.3,OK,42,OK,53.4,OK,37.5,OK,55.4,OK,43.1,OK,54.6,OK,43,OK,54.9,OK,39.7,OK,59.1,OK,64.4,0,OK,OK,68.8,OK,43.8,OK,63.8,OK,57.6,OK,63.8,OK,49.9,OK,57,OK,44.1,OK,63,OK,37.6,OK,59.5,OK,42.2,OK,60.2,OK,45,OK,56.6,OK,42.2,OK,61.5,OK,66.8,OK,OK,3.7148,OK,62.7451,OK,173.6967,OK,1899.7203,OK,2008.9196,0,OK,OK,22.1325,OK,78.841,OK,189.8128,OK,1900.1242,OK,OK,15.4178,OK,12.8082,OK,14.1161,OK,21.223,205,OK,OK,2.8863,OK,889,OK,OK,5.0118,OK,9.4248,OK,16.143,OK,24.0803
OK,A4402N5722,A,4402,N,5722,1,45384,0.530231481,OK,OK,175.3959,OK,177.0622,OK,1954.4828,OK,285.5483,OK,OK,1939.6655,242,OK,0.4631,306,0,OK,OK,42.7,OK,33.9,0,OK,OK,40.04,OK,53.8,0,OK,OK,73,OK,72.5,0,OK,OK,63.8,OK,45,OK,60.3,OK,56.3,OK,60.5,OK,47.5,OK,60.5,OK,42.6,OK,62,OK,44.5,OK,56.6,OK,41.7,OK,60.4,OK,41.5,OK,56.7,OK,40.9,OK,56.9,OK,64,0,OK,OK,64.1,OK,44.7,OK,61.5,OK,56.4,OK,58.2,OK,47.9,OK,57.7,OK,41.6,OK,56.6,OK,36.7,OK,60.6,OK,41,OK,54.5,OK,42.2,OK,55.8,OK,42.3,OK,55.8,OK,62.6,OK,OK,3.8918,OK,62.9494,OK,175.4627,OK,1896.182,OK,2004.0055,0,OK,OK,18.4503,OK,76.9862,OK,190.1569,OK,1896.0938,OK,OK,11.5584,OK,10.9138,OK,12.6942,OK,17.8646,206,OK,OK,2.8065,OK,815,OK,OK,3.9952,OK,14.7902,OK,20.5522,OK,26.7422
OK,A4402N5721,A,4402,N,5721,1,45384,0.531782407,OK,OK,171.5122,OK,172.7024,OK,1955.0856,OK,276.4591,OK,OK,1931.6307,246,OK,0.4037,290,0,OK,OK,45.9,OK,34.7,0,OK,OK,46.16,OK,61.1,0,OK,OK,102,OK,99,0,OK,OK,68.4,OK,45.8,OK,64.7,OK,59.5,OK,66,OK,52.8,OK,65.4,OK,47.3,OK,66.1,OK,42.2,OK,67.1,OK,47.7,OK,65.4,OK,45.1,OK,66.2,OK,46.2,OK,61.7,OK,68.3,0,OK,OK,68.7,OK,45.7,OK,64.1,OK,58.1,OK,62.2,OK,48.8,OK,60.6,OK,43.3,OK,63.9,OK,37.4,OK,61.6,OK,42.4,OK,60,OK,45.2,OK,60.4,OK,44.5,OK,62,OK,68.6,OK,OK,2.4142,OK,59.0977,OK,169.544,OK,1898.4264,OK,2007.8032,0,OK,OK,16.7366,OK,74.043,OK,184.7392,OK,1900.0106,OK,OK,11.3224,OK,11.7497,OK,13.1952,OK,24.7475,211,OK,OK,3.1891,OK,216,OK,OK,2.3287,OK,9.9255,OK,16.4759,OK,29.2207
OK,A4402N5726,A,4402,N,5726,1,45384,0.533321759,OK,OK,173.1947,OK,172.3219,OK,1954.9317,OK,277.8271,OK,OK,1934.0416,244,OK,0.503,290,0,OK,OK,43.3,OK,34.7,0,OK,OK,42.2,OK,58.2,0,OK,OK,77.7,OK,76.9,0,OK,OK,60.9,OK,42,OK,58.7,OK,53,OK,59.1,OK,44.9,OK,51.5,OK,40.5,OK,50.2,OK,37.8,OK,62.1,OK,42.2,OK,58.5,OK,41.8,OK,57.2,OK,41.3,OK,57.3,OK,64.6,0,OK,OK,65.5,OK,40,OK,61.9,OK,56.3,OK,57.4,OK,45.7,OK,59.7,OK,40.7,OK,59.3,OK,33.3,OK,57.2,OK,39.4,OK,58.9,OK,44.5,OK,58.7,OK,40.2,OK,58.6,OK,64.7,OK,OK,3.0615,OK,57.3009,OK,166.8431,OK,1891.0975,OK,2000.7504,0,OK,OK,15.5761,OK,71.924,OK,181.5004,OK,1890.6376,OK,OK,9.5146,OK,11.4533,OK,12.6573,OK,20.6089,211,OK,OK,3.0844,OK,-731,OK,OK,1.862,OK,13.9739,OK,22.1561,OK,27.8236
OK,A4402N5728,A,4402,N,5728,1,45384,0.534826389,OK,OK,170.9317,OK,171.8046,OK,1953.9167,OK,277.3613,OK,OK,1928.5065,247,OK,0.4333,942,0,OK,OK,46.2,OK,35.3,0,OK,OK,45.62,OK,61.5,0,OK,OK,97.6,OK,96.4,0,OK,OK,75.2,OK,55.6,OK,68.8,OK,64.1,OK,66.7,OK,54.2,OK,64.5,OK,47.1,OK,61.1,OK,44.7,OK,63.5,OK,49.1,OK,59.6,OK,46.8,OK,65.8,OK,54.1,OK,70.8,OK,77.3,0,OK,OK,79,OK,55.2,OK,71,OK,64.4,OK,75.6,OK,58,OK,66,OK,47.3,OK,79.8,OK,46.1,OK,69.8,OK,50.6,OK,70.7,OK,50.9,OK,70.2,OK,48.9,OK,71,OK,77,OK,OK,2.7027,OK,60.6496,OK,169.373,OK,1893.0115,OK,1999.8756,0,OK,OK,19.2833,OK,75.4779,OK,184.0346,OK,1894.5284,OK,OK,13.5807,OK,11.642,OK,12.6616,OK,25.1856,210,OK,OK,3.0566,OK,215,OK,OK,1.8439,OK,11.1248,OK,16.1657,OK,21.2627
OK,A4402N5734,A,4402,N,5734,1,45384,0.536365741,OK,OK,174.0759,OK,173.9966,OK,1954.1701,OK,279.5272,OK,OK,1939.6205,250,OK,0.4272,974,0,OK,OK,45.7,OK,34.7,0,OK,OK,43.91,OK,59.5,0,OK,OK,100.8,OK,100,0,OK,OK,68.8,OK,49.7,OK,69.8,OK,64.9,OK,67.4,OK,51.4,OK,75.5,OK,51.9,OK,64.7,OK,44,OK,68,OK,48.4,OK,64.9,OK,48.7,OK,70.3,OK,48.6,OK,67.8,OK,74.3,0,OK,OK,76.7,OK,52.8,OK,74.2,OK,65.7,OK,70.7,OK,56,OK,72.3,OK,49.9,OK,69,OK,45.1,OK,69.8,OK,48.5,OK,68.9,OK,48.2,OK,70.4,OK,52.2,OK,67.9,OK,74.2,OK,OK,3.3112,OK,67.2216,OK,176.0529,OK,1896.1769,OK,2005.9835,0,OK,OK,24.9542,OK,82.1436,OK,191.615,OK,1897.2776,OK,OK,18.643,OK,11.7283,OK,13.5621,OK,26.7224,206,OK,OK,3.1767,OK,212,OK,OK,4.5299,OK,9.1372,OK,16.5609,OK,26.8698
OK,A4402N5733,A,4402,N,5733,1,45384,0.537881944,OK,OK,174.2405,OK,172.4949,OK,1953.9011,OK,277.5555,OK,OK,1938.8078,261,OK,0.4042,986,0,OK,OK,44.4,OK,33.7,0,OK,OK,56.69,OK,72,0,OK,OK,127.6,OK,121.3,0,OK,OK,71.6,OK,47,OK,63.7,OK,58.9,OK,67.2,OK,53.8,OK,70.7,OK,43.5,OK,70.1,OK,42.5,OK,71.9,OK,53.6,OK,67.6,OK,48.5,OK,72.9,OK,47,OK,69.1,OK,78.6,0,OK,OK,78,OK,51.1,OK,74,OK,67.4,OK,70.2,OK,53.9,OK,73.8,OK,49.3,OK,74.3,OK,44.3,OK,72.5,OK,50,OK,69.1,OK,48.6,OK,71.2,OK,47.4,OK,72,OK,78.7,OK,OK,2.2859,OK,63.3615,OK,173.188,OK,1896.734,OK,2004.7278,0,OK,OK,21.2752,OK,79.3361,OK,189.0521,OK,1898.135,OK,OK,15.9893,OK,12.6966,OK,13.8641,OK,27.8627,209,OK,OK,3.297,OK,215,OK,OK,1.9966,OK,14.6411,OK,15.84,OK,24.0262
OK,A4402N5735,A,4402,N,5735,1,45384,0.539409722,OK,OK,173.236,OK,171.2523,OK,1954.4326,OK,279.8751,OK,OK,1928.2367,253,OK,0.4099,294,0,OK,OK,44.5,OK,34,0,OK,OK,40.76,OK,55.4,0,OK,OK,82.9,OK,82.2,0,OK,OK,65,OK,49.1,OK,60.9,OK,57.5,OK,58.9,OK,47.7,OK,63.9,OK,45.4,OK,64,OK,44.4,OK,65,OK,48.5,OK,64.5,OK,46.1,OK,57.2,OK,44.4,OK,62.1,OK,68.1,0,OK,OK,63.7,OK,44.4,OK,59,OK,54.3,OK,63.2,OK,45.6,OK,61,OK,43.1,OK,60.4,OK,40.8,OK,58.3,OK,43.6,OK,63.3,OK,45.1,OK,61.9,OK,46.2,OK,61.2,OK,66.9,OK,OK,4.8812,OK,57.5043,OK,168.8799,OK,1898.5452,OK,2006.137,0,OK,OK,21.0939,OK,74.1231,OK,184.9321,OK,1899.6055,OK,OK,13.2127,OK,13.2893,OK,14.0522,OK,25.0457,210,OK,OK,4.3521,OK,150,OK,OK,1.7082,OK,8.8335,OK,17.651,OK,29.254
OK,A4402N5737,A,4402,N,5737,1,45384,0.540925926,OK,OK,173.9727,OK,174.1314,OK,1953.6363,OK,284.3375,OK,OK,1934.6589,250,OK,0.4909,313,0,OK,OK,45.4,OK,35.1,0,OK,OK,44.36,OK,60.2,0,OK,OK,84.1,OK,83.4,0,OK,OK,73.8,OK,57.5,OK,83.5,OK,77.4,OK,72.9,OK,57,OK,69.7,OK,55.6,OK,62.8,OK,43.6,OK,65.2,OK,50,OK,61.1,OK,49.5,OK,60.2,OK,48.2,OK,63.6,OK,68.4,0,OK,OK,97.1,OK,56.8,OK,81.3,OK,72.7,OK,72,OK,55.3,OK,69.6,OK,46.2,OK,64.7,OK,43.6,OK,63.4,OK,47.4,OK,70.3,OK,45.6,OK,69.2,OK,47.2,OK,67.6,OK,73.3,OK,OK,3.8855,OK,63.2052,OK,171.4052,OK,1888.9352,OK,1999.2531,0,OK,OK,18.153,OK,77.3603,OK,186.6107,OK,1888.8821,OK,OK,11.2675,OK,11.0227,OK,13.2055,OK,20.9796,209,OK,OK,3.1616,OK,150,OK,OK,2.5151,OK,11.2714,OK,16.8907,OK,27.5269
OK,A4402N5700,A,4402,N,5700,1,45384,0.542465278,OK,OK,172.898,OK,176.0719,OK,1953.9196,OK,279.8867,OK,OK,1916.017,242,OK,0.5673,912,0,OK,OK,42.1,OK,33.2,0,OK,OK,41.12,OK,57.1,0,OK,OK,78.3,OK,76.8,0,OK,OK,51.9,OK,41.8,OK,54.9,OK,51.6,OK,57.1,OK,46.1,OK,56.3,OK,39.3,OK,54.4,OK,38,OK,53.2,OK,41.4,OK,51.4,OK,38.6,OK,50,OK,40.8,OK,54.5,OK,58.8,0,OK,OK,66.6,OK,42,OK,66,OK,58.8,OK,62.5,OK,45.8,OK,58.8,OK,42.1,OK,59.8,OK,38.9,OK,64.9,OK,41,OK,60.5,OK,40.7,OK,56.1,OK,39.1,OK,55.6,OK,60.3,OK,OK,3.8685,OK,61.0721,OK,171.6089,OK,1892.4492,OK,2001.8478,0,OK,OK,19.1574,OK,77.3519,OK,187.2725,OK,1894.2725,OK,OK,12.2889,OK,12.9775,OK,13.6636,OK,22.9635,211,OK,OK,3.0588,OK,878,OK,OK,2.7157,OK,14.7138,OK,24.7124,OK,19.9335
OK,A4402N5741,A,4402,N,5741,1,45384,0.543969907,OK,OK,173.1749,OK,172.6195,OK,1953.5649,OK,280.2715,OK,OK,1936.4222,246,OK,0.4841,920,0,OK,OK,44.6,OK,34.6,0,OK,OK,45.44,OK,62.2,0,OK,OK,91.1,OK,89.6,0,OK,OK,60.2,OK,46.3,OK,59.1,OK,55.2,OK,57.7,OK,49,OK,56.5,OK,42,OK,53.3,OK,40.9,OK,56.6,OK,46.8,OK,57.1,OK,42.9,OK,56.6,OK,45,OK,61.4,OK,66.4,0,OK,OK,74,OK,52,OK,75.7,OK,66.4,OK,71.7,OK,54.1,OK,71.2,OK,49.7,OK,64.7,OK,41,OK,64.7,OK,46,OK,65.9,OK,44.1,OK,62.1,OK,45.3,OK,64.3,OK,70,OK,OK,5.1083,OK,59.159,OK,168.0081,OK,1882.9771,OK,1992.7417,0,OK,OK,19.6729,OK,75.5688,OK,184.2651,OK,1883.6235,OK,OK,11.5646,OK,13.097,OK,14.2569,OK,25.1836,211,OK,OK,4.3675,OK,150,OK,OK,2.1234,OK,11.5282,OK,15.4364,OK,30.9417
OK,A4402N5746,A,4402,N,5746,1,45384,0.545486111,OK,OK,173.701,OK,176.9543,OK,1954.3489,OK,282.1994,OK,OK,1932.8934,243,OK,0.3595,979,0,OK,OK,44.6,OK,34.8,0,OK,OK,42.2,OK,56.8,0,OK,OK,81.3,OK,80.6,0,OK,OK,63.6,OK,47.8,OK,65.8,OK,62.2,OK,67.5,OK,55.4,OK,63.3,OK,50.5,OK,69.6,OK,45.6,OK,58.7,OK,46.3,OK,58.4,OK,47.9,OK,59.4,OK,47.8,OK,63.1,OK,68.2,0,OK,OK,65.1,OK,49.9,OK,67.6,OK,62.4,OK,69,OK,52.5,OK,69.2,OK,49.7,OK,65.5,OK,41.9,OK,62.1,OK,46.2,OK,67.4,OK,48.5,OK,61.8,OK,45.3,OK,61,OK,65.5,OK,OK,3.69,OK,64.3665,OK,174.8776,OK,1901.0403,OK,2009.1415,0,OK,OK,22.1296,OK,79.6879,OK,190.5618,OK,1901.2259,OK,OK,15.4397,OK,12.0957,OK,13.6842,OK,23.9649,206,OK,OK,2.8486,OK,215,OK,OK,3.8692,OK,9.1876,OK,15.0742,OK,29.082
